,title,related_title
9742,The NSA responds to Edward Snowden's TED Talk,How fear drives American politics
9743,The NSA responds to Edward Snowden's TED Talk,Where is cybercrime really coming from?
9744,Where’s Google going next?,"Mosquitos, malaria and education"
9745,Where’s Google going next?,The genesis of Google
9746,Where’s Google going next?,Why Google Glass?
9747,Where’s Google going next?,Think your email's private? Think again
9748,Where’s Google going next?,How a handful of tech companies control billions of minds every day
9749,Where’s Google going next?,"Life at 30,000 feet"
9750,"My daughter, Malala",A girl who demanded school
9751,"My daughter, Malala","Unlock the intelligence, passion, greatness of girls"
9752,"My daughter, Malala",A Saudi woman who dared to drive
9753,"My daughter, Malala",Dare to educate Afghan girls
9754,"My daughter, Malala",A warrior’s cry against child marriage
9755,"My daughter, Malala",A father-daughter dance ... in prison
9756,"To create for the ages, let's combine art and engineering",3 warp-speed architecture tales
9757,"To create for the ages, let's combine art and engineering","A master architect asks, Now what?"
9758,"To create for the ages, let's combine art and engineering",How architecture can connect us
9759,"To create for the ages, let's combine art and engineering",Treat design as art
9760,"To create for the ages, let's combine art and engineering",Designers -- think big!
9761,"To create for the ages, let's combine art and engineering","Organic design, inspired by nature"
9762,Zombie roaches and other parasite tales,The jungle search for viruses
9763,Zombie roaches and other parasite tales,"How bacteria ""talk"""
9764,Zombie roaches and other parasite tales,Robots inspired by cockroach ingenuity
9765,Zombie roaches and other parasite tales,Natural pest control ... using bugs!
9766,Zombie roaches and other parasite tales,A secret weapon against Zika and other mosquito-borne diseases
9767,Zombie roaches and other parasite tales,Re-engineering mosquitos to fight disease
9768,Protecting Twitter users (sometimes from themselves),The power and the danger of online crowds
9769,Protecting Twitter users (sometimes from themselves),The tribes we lead
9770,Protecting Twitter users (sometimes from themselves),How social media can make history
9771,Protecting Twitter users (sometimes from themselves),The voices of Twitter users
9772,Protecting Twitter users (sometimes from themselves),When online shaming goes too far
9773,Protecting Twitter users (sometimes from themselves),Adventures in Twitter fiction
9774,"The new bionics that let us run, climb and dance",My 12 pairs of legs
9775,"The new bionics that let us run, climb and dance",A broken body isn't a broken person
9776,"The new bionics that let us run, climb and dance","A prosthetic arm that ""feels"""
9777,"The new bionics that let us run, climb and dance",The sore problem of prosthetic limbs
9778,"The new bionics that let us run, climb and dance",Changing my legs - and my mindset
9779,"The new bionics that let us run, climb and dance","Are athletes really getting faster, better, stronger?"
9780,Why I must come out,Fifty shades of gay
9781,Why I must come out,Is anatomy destiny?
9782,Why I must come out,"Looks aren't everything. Believe me, I'm a model."
9783,Why I must come out,A queer vision of love and marriage
9784,Why I must come out,"When Black women walk, things change"
9785,Why I must come out,A celebration of natural hair
9786,"It's TED, the Musical",Gotta share!
9787,"It's TED, the Musical",A TED speaker's worst nightmare
9788,"It's TED, the Musical",Teen wonders play bluegrass
9789,"It's TED, the Musical","1,000 TED Talks in six words"
9790,"It's TED, the Musical",TED's secret to great public speaking
9791,"It's TED, the Musical","Lies, damned lies and statistics (about TEDTalks)"
9792,The discovery that could rewrite physics,The history of our world in 18 minutes
9793,The discovery that could rewrite physics,CERN's supercollider
9794,The discovery that could rewrite physics,Shedding light on dark matter
9795,The discovery that could rewrite physics,Distant time and the hint of a multiverse
9796,The discovery that could rewrite physics,The design of the universe
9797,The discovery that could rewrite physics,"What we can learn from galaxies far, far away"
9798,Why giving away our wealth has been the most satisfying thing we've done,"Mosquitos, malaria and education"
9799,Why giving away our wealth has been the most satisfying thing we've done,Let's put birth control back on the agenda
9800,Why giving away our wealth has been the most satisfying thing we've done,You are the future of philanthropy
9801,Why giving away our wealth has been the most satisfying thing we've done,The danger of science denial
9802,Why giving away our wealth has been the most satisfying thing we've done,How we'll stop polio for good
9803,Why giving away our wealth has been the most satisfying thing we've done,Demo: A needle-free vaccine patch that's safer and way cheaper
9804,"Your social media ""likes"" expose more than you think",Protecting Twitter users (sometimes from themselves)
9805,"Your social media ""likes"" expose more than you think",Social media and the end of gender
9806,"Your social media ""likes"" expose more than you think","Your online life, permanent as a tattoo"
9807,"Your social media ""likes"" expose more than you think",The new open-source economics
9808,"Your social media ""likes"" expose more than you think",The human insights missing from big data
9809,"Your social media ""likes"" expose more than you think",What will a future without secrets look like?
9810,The unstoppable walk to political reform,"We the People, and the Republic we must reclaim"
9811,The unstoppable walk to political reform,Meet global corruption's hidden players
9812,The unstoppable walk to political reform,Why democracy matters
9813,The unstoppable walk to political reform,Hamilton vs. Madison and the birth of American partisanship
9814,The unstoppable walk to political reform,How our friendship survives our opposing politics
9815,The unstoppable walk to political reform,The risky politics of progress
9816,How public spaces make cities work,New York's streets? Not so mean any more
9817,How public spaces make cities work,Building a park in the sky
9818,How public spaces make cities work,Brilliant designs to fit more people in every city
9819,How public spaces make cities work,A park underneath the hustle and bustle of New York City
